EXPENSE_ID,TITLE,AMOUNT,LABEL,COMMENTS,EXPENSE_DATE,CREATED_AT,ATTACHMENT,TYPE,CATEGORY,EXPENSE_NUMBER,UPDATED_AT,STATUS,EXPECTED_PAYMENT_DATE
2980,Sérieux Facture,64.06,Service appuyer,Caractère eaux demande beaucoup.,2025-07-22,2025-07-22,,software,Maintenance,EXP-2025-02980,2025-07-22,paid,2025-08-24
2981,Pièce Facture,67.44,Note Georges-sur-Berthelot,,2025-07-22,2025-07-22,,travel,Assurances,EXP-2025-02981,2025-07-22,paid,2025-07-28
2982,Signer Dépense,151.09,Service interroger,Nul enfant suite absence.,2025-07-22,2025-07-22,,other,Logiciels,EXP-2025-02982,2025-07-22,paid,2025-07-31
2983,Glisser Frais,98.1,Note Saint GenevièveBourg,Établir groupe fête pauvre heure comprendre entourer enfin.,2025-07-22,2025-07-23,,professional,Communication,EXP-2025-02983,2025-07-23,paid,2025-08-06
2984,Nécessaire Dépense,68.78,Facture Blin Verdier S.A.S.,,2025-07-22,2025-07-23,,marketing,Frais de représentation,EXP-2025-02984,2025-07-23,unpaid,2025-08-01
2985,Impression Facture,14.53,Note Sainte Suzanne,,2025-07-22,2025-07-24,,travel,Déplacements,EXP-2025-02985,2025-07-24,paid,2025-08-04
2986,Mince Achat,25.33,Note Pottier,Beaucoup auquel déchirer danser dangereux faute.,2025-07-22,2025-07-22,,travel,Matériel informatique,EXP-2025-02986,2025-07-22,paid,2025-09-20
2987,Puissant Facture,49.49,Note Parent-la-Forêt,Ceci double accord planche entrer enfoncer or.,2025-07-22,2025-07-24,,lodging,Loyer,EXP-2025-02987,2025-07-24,paid,2025-09-19
2988,Accorder Frais,58.83,Facture Martins,Nom brûler répondre.,2025-07-22,2025-07-24,,maintenance,Communication,EXP-2025-02988,2025-08-10,paid,2025-08-23
2989,Réel Frais,22.11,Note Marion,Peur oreille professeur occuper avance énergie faux.,2025-07-22,2025-07-24,,marketing,Formation,EXP-2025-02989,2025-07-24,unpaid,2025-07-31
2990,Palais Frais,375.91,Achat million,Cercle fatiguer retirer.,2025-07-22,2025-07-24,,lodging,Abonnements,EXP-2025-02990,2025-07-24,paid,2025-07-28
2991,Imposer Dépense,183.67,Facture Lemaire,,2025-07-22,2025-07-22,,subscription,Loyer,EXP-2025-02991,2025-08-07,unpaid,2025-09-20
2992,Apparence Facture,88.38,Facture Duhamel,Départ voyager jeu commencer soir appuyer comme.,2025-07-22,2025-07-23,,equipment,Loyer,EXP-2025-02992,2025-07-23,paid,2025-09-19
2993,Long Dépense,57.84,Remboursement Besnard,Complètement rouge soumettre avant seul jeune mer.,2025-07-22,2025-07-22,,equipment,Loyer,EXP-2025-02993,2025-07-22,paid,2025-07-30
2994,Mener Dépense,46.07,Service difficile,Lumière intérieur éclater valeur musique plutôt cependant poursuivre.,2025-07-22,2025-07-23,,travel,Maintenance,EXP-2025-02994,2025-07-23,paid,2025-08-21
2995,Fond Facture,25.49,Facture Moulin,,2025-07-22,2025-07-24,,lodging,R&D,EXP-2025-02995,2025-07-24,paid,2025-07-23
2996,Flot Achat,58.09,Facture Valentin,Possible place bord dans.,2025-07-22,2025-07-23,,subscription,Formation,EXP-2025-02996,2025-08-03,paid,2025-08-15
2997,Droite Facture,67.1,Note Noël,Violent bien épaule lune accomplir regretter douleur.,2025-07-22,2025-07-22,,other,Hébergement,EXP-2025-02997,2025-07-22,paid,2025-08-04
2998,Elle Achat,20.22,Facture Rousseau,Remercier accent petit raconter.,2025-07-22,2025-07-23,,marketing,Communication,EXP-2025-02998,2025-07-23,unpaid,2025-08-02
2999,Appeler Dépense,71.33,Facture Perrier Bernier S.A.,,2025-07-22,2025-07-23,,food,Frais bancaires,EXP-2025-02999,2025-08-03,paid,2025-08-02
3000,Rencontre Dépense,48.22,Note Rodrigues,,2025-07-22,2025-07-22,,lodging,Transport,EXP-2025-03000,2025-07-22,paid,2025-09-16
3001,Enfin Frais,11.87,Achat fier,L'Une facile permettre rapporter écrire.,2025-07-22,2025-07-23,,professional,Transport,EXP-2025-03001,2025-07-25,paid,2025-08-14
3002,Quand Facture,27.43,Frais sur,,2025-07-22,2025-07-22,,food,Assurances,EXP-2025-03002,2025-07-22,unpaid,2025-08-05
3003,Entretenir Facture,39.22,Remboursement Fontaine,Assez observer mal part fond.,2025-07-22,2025-07-23,,equipment,Frais de représentation,EXP-2025-03003,2025-07-23,paid,2025-09-18
3004,Marchand Frais,247.19,Facture Foucher,Tandis Que fortune même jeter éclairer ligne haine.,2025-07-22,2025-07-23,,professional,Services publics,EXP-2025-03004,2025-07-23,paid,2025-08-28
3005,Libre Frais,85.22,Frais autant,Ligne rose lueur perdre.,2025-07-22,2025-07-24,,professional,Loyer,EXP-2025-03005,2025-07-24,paid,2025-09-10
3006,Etc Dépense,18.76,Facture Dupuy SA,Inspirer cinquante nature distance plus poste.,2025-07-22,2025-07-23,,lodging,Services publics,EXP-2025-03006,2025-07-23,paid,2025-08-13
3007,Sentir Dépense,80.55,Remboursement Hardy,,2025-07-22,2025-07-24,,software,Services publics,EXP-2025-03007,2025-07-24,paid,2025-09-11
3008,Cela Dépense,15.83,Remboursement Boutin,Ce fruit chaud.,2025-07-22,2025-07-22,,food,Marketing,EXP-2025-03008,2025-07-22,unpaid,2025-09-10
3009,Partir Dépense,129.82,Achat demande,,2025-07-22,2025-07-24,,software,Abonnements,EXP-2025-03009,2025-07-24,unpaid,2025-09-17
3010,Étouffer Achat,37.45,Frais maintenant,Muet second vers convenir autorité.,2025-07-22,2025-07-22,,research,Transport,EXP-2025-03010,2025-07-22,paid,2025-08-28
3011,Recevoir Frais,50.66,Frais roi,,2025-07-22,2025-07-23,,lodging,Communication,EXP-2025-03011,2025-07-23,paid,2025-09-15
3012,Voiture Dépense,157.69,Remboursement Mace,Quel nombre succès question franchir.,2025-07-22,2025-07-23,,lodging,Frais bancaires,EXP-2025-03012,2025-07-23,paid,2025-08-29
3013,Prévenir Frais,19.5,Remboursement Mercier,,2025-07-22,2025-07-24,,marketing,Fournitures bureau,EXP-2025-03013,2025-07-24,unpaid,2025-08-21
3014,Terminer Facture,17.86,Achat agent,,2025-07-22,2025-07-23,,research,Maintenance,EXP-2025-03014,2025-08-20,paid,2025-08-23
3015,Saluer Facture,34.23,Note Saint Emmanuelledan,,2025-07-22,2025-07-22,,food,Matériel informatique,EXP-2025-03015,2025-07-22,unpaid,2025-08-20
3016,Brûler Achat,125.3,Remboursement Lagarde,,2025-07-22,2025-07-23,,other,Communication,EXP-2025-03016,2025-07-23,paid,2025-09-16
3017,Content Frais,16.19,Frais tout,Hiver mois nul campagne justice.,2025-07-22,2025-07-24,,maintenance,Matériel informatique,EXP-2025-03017,2025-07-24,paid,2025-08-02
3018,Dehors Facture,5.66,Note Saint ÉdithBourg,Gagner réserver monter.,2025-07-22,2025-07-22,,food,Frais de représentation,EXP-2025-03018,2025-07-22,paid,2025-08-31
3019,Reculer Dépense,38.06,Achat mêler,,2025-07-22,2025-07-24,,lodging,Déplacements,EXP-2025-03019,2025-07-24,paid,2025-07-24
3020,Mille Frais,84.89,Achat large,Point séparer dernier arrêter cent perdu.,2025-07-22,2025-07-22,,lodging,Transport,EXP-2025-03020,2025-08-14,paid,2025-08-03
3021,Consulter Frais,142.62,Achat fou,Suivre foi devoir colère poète risquer pauvre partager.,2025-07-22,2025-07-23,,travel,Marketing,EXP-2025-03021,2025-07-23,unpaid,2025-09-17
3022,Haute Facture,37.69,Facture Mace Petit S.A.,,2025-07-22,2025-07-22,,research,Déplacements,EXP-2025-03022,2025-07-22,paid,2025-08-20
3023,Qui Frais,39.29,Facture Noël,Davantage diriger mesure bien soit.,2025-07-22,2025-07-23,,software,Frais de représentation,EXP-2025-03023,2025-07-23,unpaid,2025-08-18
3024,Prévoir Frais,137.43,Frais guère,Inspirer race aventure garde voie lumière réel.,2025-07-22,2025-07-24,,software,Formation,EXP-2025-03024,2025-07-24,paid,2025-07-31
3025,Un Dépense,12.23,Service apprendre,Existence voici défendre trésor.,2025-07-22,2025-07-23,,food,Communication,EXP-2025-03025,2025-07-23,paid,2025-09-19
3026,Hésiter Frais,40.01,Achat impossible,Appel double genou sommeil barbe avant.,2025-07-22,2025-07-22,,research,Frais professionnels,EXP-2025-03026,2025-08-07,paid,2025-07-27
3027,Mourir Dépense,63.58,Note ParisBourg,Risquer vieillard révolution juger travailler.,2025-07-22,2025-07-24,,software,Frais de représentation,EXP-2025-03027,2025-07-24,paid,2025-07-31
3028,Sourd Dépense,78.21,Remboursement Rossi,,2025-07-22,2025-07-22,,subscription,Services publics,EXP-2025-03028,2025-07-22,unpaid,2025-09-16
3029,Saison Dépense,36.31,Frais effet,Déjà détacher depuis capable.,2025-07-22,2025-07-22,,maintenance,Déplacements,EXP-2025-03029,2025-08-14,unpaid,2025-09-01
3030,Effet Achat,56.12,Achat grand,Exécuter prendre profiter succès remettre société passage.,2025-07-22,2025-07-24,,office,Communication,EXP-2025-03030,2025-07-24,unpaid,2025-09-05
3031,Écrire Achat,7.46,Frais remplacer,,2025-07-22,2025-07-22,,subscription,Communication,EXP-2025-03031,2025-08-19,unpaid,2025-08-02
3032,Surveiller Dépense,32.25,Frais puissance,,2025-07-22,2025-07-24,,research,Abonnements,EXP-2025-03032,2025-07-26,paid,2025-09-20
3033,Gauche Frais,78.48,Remboursement Joubert,Sujet voler verser présence voie.,2025-07-22,2025-07-23,,professional,Matériel informatique,EXP-2025-03033,2025-07-23,paid,2025-08-29
3034,Tantôt Dépense,24.88,Remboursement Joly,,2025-07-22,2025-07-23,,travel,Loyer,EXP-2025-03034,2025-07-23,paid,2025-08-07
3035,Siècle Dépense,57.24,Frais agent,Nécessaire dès certain.,2025-07-22,2025-07-23,,travel,Loyer,EXP-2025-03035,2025-07-27,unpaid,2025-08-16
3036,Bord Dépense,78.06,Remboursement Barthelemy,Prononcer admettre pour trois bouche rassurer exiger.,2025-07-22,2025-07-24,,other,Déplacements,EXP-2025-03036,2025-07-24,unpaid,2025-08-14
3037,Départ Achat,41.51,Achat intérieur,,2025-07-22,2025-07-24,,office,Déplacements,EXP-2025-03037,2025-07-24,paid,2025-08-21
3038,Long Frais,62.58,Facture Rey,,2025-07-22,2025-07-23,,marketing,Frais professionnels,EXP-2025-03038,2025-08-06,paid,2025-09-09
3039,Charge Achat,25.27,Remboursement Guilbert,Écrire sentir ce.,2025-07-22,2025-07-22,,maintenance,Déplacements,EXP-2025-03039,2025-07-22,paid,2025-08-27
3040,Voix Facture,46.28,Note Valentin,,2025-07-22,2025-07-22,,other,Assurances,EXP-2025-03040,2025-07-22,paid,2025-09-01
3041,Plus Achat,88.96,Achat fleur,Ci rire se pluie saint divers.,2025-07-22,2025-07-24,,travel,Restauration,EXP-2025-03041,2025-07-24,paid,2025-08-20
3042,Bon Dépense,61.9,Remboursement Pages,,2025-07-22,2025-07-23,,office,Maintenance,EXP-2025-03042,2025-07-23,paid,2025-09-18
3043,Côte Facture,34.15,Frais sang,Bouche apercevoir humain miser avant muet réfléchir.,2025-07-22,2025-07-23,,lodging,R&D,EXP-2025-03043,2025-08-22,unpaid,2025-07-25
3044,Chasser Dépense,65.32,Note Sainte Dominique,Robe hiver naissance deviner cacher je chaque.,2025-07-22,2025-07-23,,software,Marketing,EXP-2025-03044,2025-07-23,unpaid,2025-08-16
3045,Drame Dépense,96.71,Facture Lemoine SARL,,2025-07-22,2025-07-24,,marketing,Restauration,EXP-2025-03045,2025-07-24,unpaid,2025-09-07
3046,Monter Facture,10.59,Frais espèce,,2025-07-22,2025-07-23,,other,Fournitures bureau,EXP-2025-03046,2025-08-13,unpaid,2025-08-25
3047,Trésor Facture,138.0,Facture Pires,Désirer sortir million sable trop ancien.,2025-07-22,2025-07-23,,lodging,Abonnements,EXP-2025-03047,2025-07-23,unpaid,2025-08-25
3048,Sembler Achat,41.72,Note Berger,,2025-07-22,2025-07-22,,subscription,Assurances,EXP-2025-03048,2025-07-22,paid,2025-08-30
3049,Imaginer Frais,76.74,Remboursement Guillaume,,2025-07-22,2025-07-22,,maintenance,Marketing,EXP-2025-03049,2025-07-22,unpaid,2025-09-05
3050,Partager Frais,142.28,Achat répondre,,2025-07-22,2025-07-24,,software,Matériel informatique,EXP-2025-03050,2025-07-24,unpaid,2025-09-05
3051,Sentier Dépense,18.22,Facture Gillet S.A.,,2025-07-22,2025-07-24,,equipment,Hébergement,EXP-2025-03051,2025-07-24,paid,2025-09-15
3052,Parti Facture,30.95,Remboursement Daniel,,2025-07-22,2025-07-24,,marketing,Déplacements,EXP-2025-03052,2025-07-24,unpaid,2025-08-26
3053,Naturel Facture,43.34,Frais présence,,2025-07-22,2025-07-24,,other,Fournitures bureau,EXP-2025-03053,2025-07-24,unpaid,2025-08-05
3054,Police Facture,29.17,Achat beau,Prouver éloigner second midi ou oh eh.,2025-07-22,2025-07-22,,research,Maintenance,EXP-2025-03054,2025-07-22,paid,2025-09-11
3055,Note Frais,218.75,Achat écouter,,2025-07-22,2025-07-23,,professional,Hébergement,EXP-2025-03055,2025-07-23,unpaid,2025-09-10
3056,Frais Achat,27.51,Achat dessiner,Facile inspirer lourd mer terrain animer avance ici.,2025-07-22,2025-07-23,,professional,Fournitures bureau,EXP-2025-03056,2025-07-28,paid,2025-08-03
3057,Où Achat,35.01,Remboursement Pereira,,2025-07-22,2025-07-24,,food,R&D,EXP-2025-03057,2025-07-24,unpaid,2025-09-17
3058,Recevoir Dépense,64.3,Note Saint Anastasie,,2025-07-22,2025-07-22,,lodging,Marketing,EXP-2025-03058,2025-07-22,paid,2025-09-16
3059,Leur Facture,20.87,Note Saint Amélienec,Matière folie certes moitié vaste.,2025-07-22,2025-07-24,,research,Assurances,EXP-2025-03059,2025-07-24,unpaid,2025-09-03
3060,Conscience Dépense,39.78,Achat affaire,Cesser franchir achever énorme.,2025-07-22,2025-07-22,,subscription,Communication,EXP-2025-03060,2025-07-22,paid,2025-09-04
3061,Ferme Frais,70.38,Note Durand,,2025-07-22,2025-07-22,,maintenance,Abonnements,EXP-2025-03061,2025-07-22,paid,2025-07-25
3062,Pouvoir Frais,41.83,Note Salmon-sur-Gérard,,2025-07-22,2025-07-24,,travel,Hébergement,EXP-2025-03062,2025-08-04,unpaid,2025-07-30
3063,Craindre Facture,50.67,Frais doux,Froid un pour ville.,2025-07-22,2025-07-24,,office,Services publics,EXP-2025-03063,2025-08-03,unpaid,2025-08-05
3064,Dominer Facture,35.75,Service que,Fil passé respecter vieux promettre voie.,2025-07-22,2025-07-22,,subscription,Maintenance,EXP-2025-03064,2025-07-22,unpaid,2025-08-14
3065,Respecter Frais,16.26,Remboursement Foucher,Éteindre vide ordre.,2025-07-22,2025-07-23,,lodging,Fournitures bureau,EXP-2025-03065,2025-07-23,unpaid,2025-08-08
3066,Port Frais,70.62,Remboursement Menard,Tranquille accrocher dormir après résoudre.,2025-07-22,2025-07-24,,professional,Déplacements,EXP-2025-03066,2025-07-24,unpaid,2025-08-01
3067,Forcer Dépense,222.28,Facture Leclercq,,2025-07-22,2025-07-24,,other,Logiciels,EXP-2025-03067,2025-08-22,unpaid,2025-09-03
3068,Digne Facture,55.41,Achat âgé,Juge couche joindre personne environ.,2025-07-22,2025-07-24,,marketing,Services publics,EXP-2025-03068,2025-08-15,paid,2025-07-29
3069,Reculer Facture,65.38,Note Saint Mathilde-la-Forêt,Regarder long cependant pousser reste.,2025-07-22,2025-07-24,,professional,Frais de représentation,EXP-2025-03069,2025-08-07,paid,2025-08-21
3070,Barbe Facture,95.03,Service ça,,2025-07-22,2025-07-22,,maintenance,Assurances,EXP-2025-03070,2025-07-22,paid,2025-08-01
3071,Bord Achat,19.78,Frais conseil,Jusque réduire ruine exposer partie grand.,2025-07-22,2025-07-24,,food,Restauration,EXP-2025-03071,2025-07-24,unpaid,2025-08-23
3072,Vérité Frais,213.15,Facture Grégoire,,2025-07-22,2025-07-24,,travel,Frais professionnels,EXP-2025-03072,2025-07-24,paid,2025-08-04
3073,Rêve Dépense,64.19,Remboursement Allain,,2025-07-22,2025-07-24,,office,Transport,EXP-2025-03073,2025-08-07,paid,2025-07-28
3074,Demi Frais,201.44,Remboursement Guillou,,2025-07-22,2025-07-24,,professional,Frais de représentation,EXP-2025-03074,2025-08-22,unpaid,2025-09-05
3075,Conclure Achat,30.37,Facture Cohen Delannoy S.A.S.,,2025-07-22,2025-07-23,,marketing,Marketing,EXP-2025-03075,2025-07-23,paid,2025-08-28
3076,Bon Facture,233.8,Achat forcer,Dernier malgré police partager.,2025-07-22,2025-07-22,,other,Assurances,EXP-2025-03076,2025-07-22,paid,2025-09-11
3077,Risquer Achat,101.51,Facture Vasseur,Chant éclairer égal désirer.,2025-07-22,2025-07-24,,professional,Logiciels,EXP-2025-03077,2025-08-02,paid,2025-08-25
3078,Détruire Achat,84.98,Achat même,Titre absence soumettre homme rêve.,2025-07-22,2025-07-23,,travel,Frais professionnels,EXP-2025-03078,2025-07-23,paid,2025-08-20
3079,Tout Facture,65.84,Remboursement Texier,,2025-07-22,2025-07-22,,software,Services publics,EXP-2025-03079,2025-07-22,paid,2025-07-23
3080,As Dépense,44.75,Achat quitter,Hauteur animal partie dix dernier tombe désigner.,2025-07-22,2025-07-22,,research,Matériel informatique,EXP-2025-03080,2025-08-08,unpaid,2025-07-23
3081,Partager Facture,142.65,Facture Lucas S.A.,,2025-07-22,2025-07-23,,software,Abonnements,EXP-2025-03081,2025-07-30,unpaid,2025-07-30
3082,Année Frais,61.09,Achat quartier,,2025-07-22,2025-07-22,,food,Formation,EXP-2025-03082,2025-08-17,unpaid,2025-08-28
3083,Couleur Frais,11.32,Facture Fournier SARL,,2025-07-22,2025-07-23,,marketing,Maintenance,EXP-2025-03083,2025-07-23,paid,2025-08-16
3084,Mettre Dépense,22.34,Frais silencieux,,2025-07-22,2025-07-22,,research,Frais de représentation,EXP-2025-03084,2025-07-22,unpaid,2025-08-15
3085,Déjà Dépense,47.06,Facture Parent S.A.S.,,2025-07-22,2025-07-22,,travel,Restauration,EXP-2025-03085,2025-07-22,paid,2025-09-10
3086,Peuple Frais,69.97,Remboursement Huet,Puis derrière double dangereux.,2025-07-22,2025-07-23,,professional,R&D,EXP-2025-03086,2025-07-23,paid,2025-08-18
3087,Inquiéter Facture,52.18,Facture Hamel S.A.,,2025-07-22,2025-07-23,,office,Restauration,EXP-2025-03087,2025-08-21,unpaid,2025-08-10
3088,Étonner Dépense,144.77,Service pensée,Prince course se moment.,2025-07-22,2025-07-22,,marketing,Assurances,EXP-2025-03088,2025-07-22,paid,2025-08-20
3089,Chat Achat,11.46,Remboursement Garnier,Chaise son voie but.,2025-07-22,2025-07-22,,travel,Logiciels,EXP-2025-03089,2025-07-22,paid,2025-09-05
3090,Confiance Facture,61.24,Remboursement Gilbert,,2025-07-22,2025-07-22,,subscription,Déplacements,EXP-2025-03090,2025-07-22,paid,2025-08-22
3091,Toit Dépense,12.75,Service malade,Ce recommencer après sueur maintenir regarder.,2025-07-22,2025-07-24,,travel,Déplacements,EXP-2025-03091,2025-07-29,unpaid,2025-08-16
3092,Haut Dépense,100.26,Note Lagarde-les-Bains,,2025-07-22,2025-07-24,,research,Logiciels,EXP-2025-03092,2025-08-19,paid,2025-08-19
3093,Voisin Dépense,50.62,Remboursement Faure,,2025-07-22,2025-07-23,,travel,Déplacements,EXP-2025-03093,2025-07-29,unpaid,2025-08-15
3094,Droit Frais,76.38,Note Normandnec,Trait aventure confondre.,2025-07-22,2025-07-22,,research,Hébergement,EXP-2025-03094,2025-08-14,unpaid,2025-08-30
3095,Moindre Facture,27.35,Achat savoir,Exécuter inventer colère événement petit.,2025-07-22,2025-07-23,,marketing,Maintenance,EXP-2025-03095,2025-07-23,unpaid,2025-08-23
3096,Admettre Achat,151.95,Facture Leroux S.A.,Violence reste propos perdre grand rendre.,2025-07-22,2025-07-22,,maintenance,Services publics,EXP-2025-03096,2025-07-22,paid,2025-08-15
3097,Trouver Facture,125.63,Achat est,Classe couvrir compter être personnage cher.,2025-07-22,2025-07-23,,equipment,Abonnements,EXP-2025-03097,2025-07-23,paid,2025-07-25
3098,Nul Frais,87.08,Achat empire,Point secours imposer militaire durer sac.,2025-07-22,2025-07-23,,marketing,Communication,EXP-2025-03098,2025-07-23,paid,2025-08-16
3099,Village Achat,49.22,Facture Riou,Classe vouloir forcer titre désert attaquer peau rouge.,2025-07-22,2025-07-24,,food,Restauration,EXP-2025-03099,2025-07-24,unpaid,2025-08-16
3100,Classe Achat,86.82,Remboursement Vallée,Coup supérieur résoudre preuve foule réel compter.,2025-07-22,2025-07-22,,professional,Loyer,EXP-2025-03100,2025-07-28,unpaid,2025-09-04
3101,Raconter Achat,31.02,Remboursement Lenoir,,2025-07-22,2025-07-24,,equipment,Frais professionnels,EXP-2025-03101,2025-08-04,unpaid,2025-08-06
3102,Famille Dépense,108.25,Achat mince,Pourquoi midi désormais désespoir cheveu.,2025-07-22,2025-07-22,,research,Logiciels,EXP-2025-03102,2025-07-22,unpaid,2025-08-07
3103,Engager Facture,204.3,Service magnifique,Ça offrir abattre étude social.,2025-07-22,2025-07-24,,lodging,Maintenance,EXP-2025-03103,2025-07-24,paid,2025-08-04
3104,En Frais,128.57,Achat tantôt,Sol poussière servir voici haine.,2025-07-22,2025-07-22,,marketing,Services publics,EXP-2025-03104,2025-08-10,paid,2025-07-26
3105,Passé Achat,30.46,Frais court,Marquer mort fixer chef roi fonction.,2025-07-22,2025-07-23,,food,Loyer,EXP-2025-03105,2025-07-23,paid,2025-08-09
3106,Preuve Dépense,72.9,Frais celui,,2025-07-22,2025-07-23,,research,Fournitures bureau,EXP-2025-03106,2025-08-14,paid,2025-09-07
3107,Rouler Dépense,19.4,Service moyen,Toi demande oeil intérêt entre.,2025-07-22,2025-07-23,,travel,Frais de représentation,EXP-2025-03107,2025-07-23,paid,2025-08-26
3108,Être Dépense,86.31,Frais voyage,,2025-07-22,2025-07-23,,other,Frais bancaires,EXP-2025-03108,2025-07-23,paid,2025-07-23
